,rt,trial_index,subject,form_assignment,passed_test,button_pressed,condition,stimNum,topic,speaker,form,response,correct,already_heard_by_speaker,numeric_response,Order
1296,3516,78,8dzyschvj6,non_conventional,yes,1,Request,5,laptop,S3,nonconventional,literal,0,Yes,0,36
1297,28884,80,8dzyschvj6,non_conventional,yes,1,Non-Request,6,office,S1,nonconventional,literal,1,No,0,37
1298,635,82,8dzyschvj6,non_conventional,yes,1,Non-Request,9,soup,S1,nonconventional,literal,1,No,0,38
1299,250,84,8dzyschvj6,non_conventional,yes,1,Request,5,laptop,S1,nonconventional,literal,0,No,0,39
1300,662,86,8dzyschvj6,non_conventional,yes,1,Non-Request,7,phone,S1,nonconventional,literal,1,No,0,40
1301,546,88,8dzyschvj6,non_conventional,yes,1,Request,9,soup,S1,nonconventional,literal,0,Yes,0,41
1302,562,90,8dzyschvj6,non_conventional,yes,1,Request,7,phone,S1,nonconventional,literal,0,Yes,0,42
1303,537,92,8dzyschvj6,non_conventional,yes,0,Request,6,office,S1,nonconventional,request,1,Yes,1,43
1304,572,94,8dzyschvj6,non_conventional,yes,0,Non-Request,2,back,S1,nonconventional,request,0,No,1,44
1305,1968,96,8dzyschvj6,non_conventional,yes,1,Request,2,back,S1,nonconventional,literal,0,Yes,0,45
1306,230,98,8dzyschvj6,non_conventional,yes,1,Non-Request,5,laptop,S1,nonconventional,literal,1,Yes,0,46
1307,360,100,8dzyschvj6,non_conventional,yes,1,Request,1,car,S1,nonconventional,literal,0,No,0,47
1308,599,102,8dzyschvj6,non_conventional,yes,1,Non-Request,1,car,S1,nonconventional,literal,1,Yes,0,48
1309,556,104,8dzyschvj6,non_conventional,yes,1,Request,9,soup,S2,nonconventional,literal,0,No,0,49
1310,3896,106,8dzyschvj6,non_conventional,yes,0,Request,6,office,S2,nonconventional,request,1,No,1,50
1311,197,108,8dzyschvj6,non_conventional,yes,0,Non-Request,5,laptop,S2,nonconventional,request,0,No,1,51
1312,188,110,8dzyschvj6,non_conventional,yes,0,Request,1,car,S2,nonconventional,request,1,No,1,52
1313,714,112,8dzyschvj6,non_conventional,yes,1,Request,2,back,S2,nonconventional,literal,0,No,0,53
1314,416,114,8dzyschvj6,non_conventional,yes,1,Request,7,phone,S2,nonconventional,literal,0,No,0,54
1315,920,116,8dzyschvj6,non_conventional,yes,1,Non-Request,2,back,S2,nonconventional,literal,1,Yes,0,55
1316,986,118,8dzyschvj6,non_conventional,yes,1,Non-Request,6,office,S2,nonconventional,literal,1,Yes,0,56
1317,325,120,8dzyschvj6,non_conventional,yes,1,Non-Request,7,phone,S2,nonconventional,literal,1,Yes,0,57
1318,3027,122,8dzyschvj6,non_conventional,yes,1,Request,5,laptop,S2,nonconventional,literal,0,Yes,0,58
1319,2373,124,8dzyschvj6,non_conventional,yes,1,Non-Request,1,car,S2,nonconventional,literal,1,Yes,0,59
1320,760,126,8dzyschvj6,non_conventional,yes,1,Non-Request,9,soup,S2,nonconventional,literal,1,Yes,0,60
1321,2667,8,8lh2vcjr51,conventional,yes,0,Request,11,window,S3,conventional,request,1,No,1,1
1322,2597,10,8lh2vcjr51,conventional,yes,1,Non-Request,4,door,S3,conventional,literal,1,No,0,2
1323,1422,12,8lh2vcjr51,conventional,yes,0,Request,10,spanish,S3,conventional,request,1,No,1,3
1324,1296,14,8lh2vcjr51,conventional,yes,0,Request,3,box,S3,conventional,request,1,No,1,4
1325,2485,16,8lh2vcjr51,conventional,yes,1,Request,4,door,S3,conventional,literal,0,Yes,0,5
1326,1102,18,8lh2vcjr51,conventional,yes,1,Non-Request,10,spanish,S3,conventional,literal,1,Yes,0,6
1327,5208,20,8lh2vcjr51,conventional,yes,1,Non-Request,3,box,S3,conventional,literal,1,Yes,0,7
1328,1065,22,8lh2vcjr51,conventional,yes,1,Non-Request,11,window,S3,conventional,literal,1,Yes,0,8
1329,867,24,8lh2vcjr51,conventional,yes,0,Request,12,temperature,S3,conventional,request,1,No,1,9
1330,879,26,8lh2vcjr51,conventional,yes,1,Non-Request,8,piano,S3,conventional,literal,1,No,0,10
1331,3965,28,8lh2vcjr51,conventional,yes,1,Request,8,piano,S3,conventional,literal,0,Yes,0,11
1332,5308,30,8lh2vcjr51,conventional,yes,1,Non-Request,12,temperature,S3,conventional,literal,1,Yes,0,12
1333,1560,32,8lh2vcjr51,conventional,yes,0,Non-Request,4,door,S5,conventional,request,0,No,1,13
1334,1079,34,8lh2vcjr51,conventional,yes,0,Non-Request,10,spanish,S5,conventional,request,0,No,1,14
1335,1069,36,8lh2vcjr51,conventional,yes,0,Request,11,window,S5,conventional,request,1,No,1,15
1336,1864,38,8lh2vcjr51,conventional,yes,0,Request,8,piano,S5,conventional,request,1,No,1,16
1337,4197,40,8lh2vcjr51,conventional,yes,0,Non-Request,11,window,S5,conventional,request,0,Yes,1,17
1338,1220,42,8lh2vcjr51,conventional,yes,0,Request,12,temperature,S5,conventional,request,1,No,1,18
1339,1975,44,8lh2vcjr51,conventional,yes,1,Request,10,spanish,S5,conventional,literal,0,Yes,0,19
1340,6819,46,8lh2vcjr51,conventional,yes,1,Request,3,box,S5,conventional,literal,0,No,0,20
1341,1813,48,8lh2vcjr51,conventional,yes,0,Non-Request,12,temperature,S5,conventional,request,0,Yes,1,21
1342,1207,50,8lh2vcjr51,conventional,yes,0,Non-Request,3,box,S5,conventional,request,0,Yes,1,22
1343,2921,52,8lh2vcjr51,conventional,yes,0,Non-Request,8,piano,S5,conventional,request,0,Yes,1,23
1344,1644,54,8lh2vcjr51,conventional,yes,0,Request,4,door,S5,conventional,request,1,Yes,1,24
1345,3345,56,8lh2vcjr51,conventional,yes,0,Non-Request,11,window,S4,conventional,request,0,No,1,25
1346,1962,58,8lh2vcjr51,conventional,yes,1,Request,8,piano,S4,conventional,literal,0,No,0,26
1347,4346,60,8lh2vcjr51,conventional,yes,0,Request,10,spanish,S4,conventional,request,1,No,1,27
1348,8378,62,8lh2vcjr51,conventional,yes,0,Non-Request,12,temperature,S4,conventional,request,0,No,1,28
1349,2665,64,8lh2vcjr51,conventional,yes,0,Request,4,door,S4,conventional,request,1,No,1,29
1350,911,66,8lh2vcjr51,conventional,yes,1,Non-Request,8,piano,S4,conventional,literal,1,Yes,0,30
1351,840,68,8lh2vcjr51,conventional,yes,0,Request,11,window,S4,conventional,request,1,Yes,1,31
1352,1780,70,8lh2vcjr51,conventional,yes,1,Non-Request,10,spanish,S4,conventional,literal,1,Yes,0,32
1353,1116,72,8lh2vcjr51,conventional,yes,1,Non-Request,4,door,S4,conventional,literal,1,Yes,0,33
1354,1481,74,8lh2vcjr51,conventional,yes,1,Non-Request,3,box,S4,conventional,literal,1,No,0,34
1355,777,76,8lh2vcjr51,conventional,yes,0,Request,12,temperature,S4,conventional,request,1,Yes,1,35
1356,976,78,8lh2vcjr51,conventional,yes,1,Request,3,box,S4,conventional,literal,0,Yes,0,36
1357,1814,80,8lh2vcjr51,conventional,yes,1,Non-Request,3,box,S1,conventional,literal,1,No,0,37
1358,2482,82,8lh2vcjr51,conventional,yes,1,Request,10,spanish,S1,conventional,literal,0,No,0,38
1359,2420,84,8lh2vcjr51,conventional,yes,0,Non-Request,10,spanish,S1,conventional,request,0,Yes,1,39
1360,2126,86,8lh2vcjr51,conventional,yes,1,Non-Request,8,piano,S1,conventional,literal,1,No,0,40
1361,2651,88,8lh2vcjr51,conventional,yes,0,Request,3,box,S1,conventional,request,1,Yes,1,41
1362,1073,90,8lh2vcjr51,conventional,yes,1,Non-Request,11,window,S1,conventional,literal,1,No,0,42
1363,1196,92,8lh2vcjr51,conventional,yes,0,Non-Request,12,temperature,S1,conventional,request,0,No,1,43
1364,1661,94,8lh2vcjr51,conventional,yes,0,Request,11,window,S1,conventional,request,1,Yes,1,44
1365,1643,96,8lh2vcjr51,conventional,yes,0,Request,4,door,S1,conventional,request,1,No,1,45
1366,3226,98,8lh2vcjr51,conventional,yes,0,Request,12,temperature,S1,conventional,request,1,Yes,1,46
1367,7669,100,8lh2vcjr51,conventional,yes,1,Request,8,piano,S1,conventional,literal,0,Yes,0,47
1368,4944,102,8lh2vcjr51,conventional,yes,1,Non-Request,4,door,S1,conventional,literal,1,Yes,0,48
1369,1165,104,8lh2vcjr51,conventional,yes,1,Non-Request,10,spanish,S2,conventional,literal,1,No,0,49
1370,5730,106,8lh2vcjr51,conventional,yes,0,Request,8,piano,S2,conventional,request,1,No,1,50
1371,3412,108,8lh2vcjr51,conventional,yes,1,Non-Request,3,box,S2,conventional,literal,1,No,0,51
1372,3671,110,8lh2vcjr51,conventional,yes,0,Request,12,temperature,S2,conventional,request,1,No,1,52
1373,4543,112,8lh2vcjr51,conventional,yes,1,Non-Request,11,window,S2,conventional,literal,1,No,0,53
1374,4446,114,8lh2vcjr51,conventional,yes,1,Non-Request,8,piano,S2,conventional,literal,1,Yes,0,54
1375,2934,116,8lh2vcjr51,conventional,yes,0,Non-Request,12,temperature,S2,conventional,request,0,Yes,1,55
1376,1032,118,8lh2vcjr51,conventional,yes,0,Request,4,door,S2,conventional,request,1,No,1,56
1377,787,120,8lh2vcjr51,conventional,yes,0,Request,3,box,S2,conventional,request,1,Yes,1,57
1378,714,122,8lh2vcjr51,conventional,yes,0,Request,10,spanish,S2,conventional,request,1,Yes,1,58
1379,1322,124,8lh2vcjr51,conventional,yes,0,Request,11,window,S2,conventional,request,1,Yes,1,59
1380,6393,126,8lh2vcjr51,conventional,yes,0,Non-Request,4,door,S2,conventional,request,0,Yes,1,60
1381,897,8,99cgjv12qh,non_conventional,yes,1,Request,6,office,S1,nonconventional,literal,0,No,0,1
1382,631,10,99cgjv12qh,non_conventional,yes,1,Non-Request,7,phone,S1,nonconventional,literal,1,No,0,2
1383,1140,12,99cgjv12qh,non_conventional,yes,0,Request,2,back,S1,nonconventional,request,1,No,1,3
1384,429,14,99cgjv12qh,non_conventional,yes,0,Request,5,laptop,S1,nonconventional,request,1,No,1,4
1385,572,16,99cgjv12qh,non_conventional,yes,0,Non-Request,9,soup,S1,nonconventional,request,0,No,1,5
1386,414,18,99cgjv12qh,non_conventional,yes,0,Request,1,car,S1,nonconventional,request,1,No,1,6
1387,409,20,99cgjv12qh,non_conventional,yes,0,Request,9,soup,S1,nonconventional,request,1,Yes,1,7
1388,588,22,99cgjv12qh,non_conventional,yes,0,Non-Request,5,laptop,S1,nonconventional,request,0,Yes,1,8
1389,529,24,99cgjv12qh,non_conventional,yes,0,Non-Request,1,car,S1,nonconventional,request,0,Yes,1,9
1390,741,26,99cgjv12qh,non_conventional,yes,1,Non-Request,2,back,S1,nonconventional,literal,1,Yes,0,10
1391,408,28,99cgjv12qh,non_conventional,yes,1,Non-Request,6,office,S1,nonconventional,literal,1,Yes,0,11
1392,413,30,99cgjv12qh,non_conventional,yes,0,Request,7,phone,S1,nonconventional,request,1,Yes,1,12
1393,689,32,99cgjv12qh,non_conventional,yes,1,Request,9,soup,S4,nonconventional,literal,0,No,0,13
1394,534,34,99cgjv12qh,non_conventional,yes,1,Request,2,back,S4,nonconventional,literal,0,No,0,14
1395,414,36,99cgjv12qh,non_conventional,yes,1,Non-Request,7,phone,S4,nonconventional,literal,1,No,0,15
1396,596,38,99cgjv12qh,non_conventional,yes,1,Request,6,office,S4,nonconventional,literal,0,No,0,16
1397,665,40,99cgjv12qh,non_conventional,yes,1,Non-Request,5,laptop,S4,nonconventional,literal,1,No,0,17
1398,900,42,99cgjv12qh,non_conventional,yes,0,Request,7,phone,S4,nonconventional,request,1,Yes,1,18
1399,606,44,99cgjv12qh,non_conventional,yes,1,Non-Request,6,office,S4,nonconventional,literal,1,Yes,0,19
1400,419,46,99cgjv12qh,non_conventional,yes,1,Request,5,laptop,S4,nonconventional,literal,0,Yes,0,20
1401,420,48,99cgjv12qh,non_conventional,yes,1,Request,1,car,S4,nonconventional,literal,0,No,0,21
1402,727,50,99cgjv12qh,non_conventional,yes,1,Non-Request,2,back,S4,nonconventional,literal,1,Yes,0,22
1403,379,52,99cgjv12qh,non_conventional,yes,1,Non-Request,1,car,S4,nonconventional,literal,1,Yes,0,23
1404,391,54,99cgjv12qh,non_conventional,yes,1,Non-Request,9,soup,S4,nonconventional,literal,1,Yes,0,24
1405,421,56,99cgjv12qh,non_conventional,yes,1,Non-Request,1,car,S5,nonconventional,literal,1,No,0,25
1406,403,58,99cgjv12qh,non_conventional,yes,1,Non-Request,9,soup,S5,nonconventional,literal,1,No,0,26
1407,493,60,99cgjv12qh,non_conventional,yes,1,Request,6,office,S5,nonconventional,literal,0,No,0,27
1408,422,62,99cgjv12qh,non_conventional,yes,1,Non-Request,2,back,S5,nonconventional,literal,1,No,0,28
1409,639,64,99cgjv12qh,non_conventional,yes,0,Request,1,car,S5,nonconventional,request,1,Yes,1,29
1410,345,66,99cgjv12qh,non_conventional,yes,1,Non-Request,5,laptop,S5,nonconventional,literal,1,No,0,30
1411,358,68,99cgjv12qh,non_conventional,yes,1,Request,9,soup,S5,nonconventional,literal,0,Yes,0,31
1412,421,70,99cgjv12qh,non_conventional,yes,1,Request,2,back,S5,nonconventional,literal,0,Yes,0,32
1413,3553,72,99cgjv12qh,non_conventional,yes,0,Non-Request,7,phone,S5,nonconventional,request,0,No,1,33
1414,427,74,99cgjv12qh,non_conventional,yes,1,Request,7,phone,S5,nonconventional,literal,0,Yes,0,34
1415,599,76,99cgjv12qh,non_conventional,yes,1,Request,5,laptop,S5,nonconventional,literal,0,Yes,0,35
1416,939,78,99cgjv12qh,non_conventional,yes,1,Non-Request,6,office,S5,nonconventional,literal,1,Yes,0,36
1417,554,80,99cgjv12qh,non_conventional,yes,1,Request,9,soup,S2,nonconventional,literal,0,No,0,37
1418,365,82,99cgjv12qh,non_conventional,yes,1,Request,1,car,S2,nonconventional,literal,0,No,0,38
1419,325,84,99cgjv12qh,non_conventional,yes,1,Request,6,office,S2,nonconventional,literal,0,No,0,39
1420,337,86,99cgjv12qh,non_conventional,yes,1,Non-Request,5,laptop,S2,nonconventional,literal,1,No,0,40
1421,504,88,99cgjv12qh,non_conventional,yes,1,Non-Request,6,office,S2,nonconventional,literal,1,Yes,0,41
1422,361,90,99cgjv12qh,non_conventional,yes,1,Non-Request,9,soup,S2,nonconventional,literal,1,Yes,0,42
1423,315,92,99cgjv12qh,non_conventional,yes,1,Request,7,phone,S2,nonconventional,literal,0,No,0,43
1424,339,94,99cgjv12qh,non_conventional,yes,1,Request,5,laptop,S2,nonconventional,literal,0,Yes,0,44
1425,423,96,99cgjv12qh,non_conventional,yes,1,Non-Request,1,car,S2,nonconventional,literal,1,Yes,0,45
1426,348,98,99cgjv12qh,non_conventional,yes,1,Request,2,back,S2,nonconventional,literal,0,No,0,46
1427,431,100,99cgjv12qh,non_conventional,yes,1,Non-Request,7,phone,S2,nonconventional,literal,1,Yes,0,47
1428,394,102,99cgjv12qh,non_conventional,yes,1,Non-Request,2,back,S2,nonconventional,literal,1,Yes,0,48
1429,503,104,99cgjv12qh,non_conventional,yes,1,Non-Request,9,soup,S3,nonconventional,literal,1,No,0,49
1430,348,106,99cgjv12qh,non_conventional,yes,1,Request,7,phone,S3,nonconventional,literal,0,No,0,50
1431,752,108,99cgjv12qh,non_conventional,yes,0,Request,6,office,S3,nonconventional,request,1,No,1,51
1432,602,110,99cgjv12qh,non_conventional,yes,0,Non-Request,1,car,S3,nonconventional,request,0,No,1,52
1433,347,112,99cgjv12qh,non_conventional,yes,1,Non-Request,5,laptop,S3,nonconventional,literal,1,No,0,53
1434,442,114,99cgjv12qh,non_conventional,yes,0,Request,9,soup,S3,nonconventional,request,1,Yes,1,54
1435,652,116,99cgjv12qh,non_conventional,yes,0,Request,5,laptop,S3,nonconventional,request,1,Yes,1,55
1436,384,118,99cgjv12qh,non_conventional,yes,1,Non-Request,2,back,S3,nonconventional,literal,1,No,0,56
1437,397,120,99cgjv12qh,non_conventional,yes,1,Non-Request,6,office,S3,nonconventional,literal,1,Yes,0,57
1438,446,122,99cgjv12qh,non_conventional,yes,1,Non-Request,7,phone,S3,nonconventional,literal,1,Yes,0,58
1439,693,124,99cgjv12qh,non_conventional,yes,0,Request,2,back,S3,nonconventional,request,1,Yes,1,59
1440,1693,126,99cgjv12qh,non_conventional,yes,0,Request,1,car,S3,nonconventional,request,1,Yes,1,60
1441,1164,8,99g951ch9k,non_conventional,yes,1,Request,7,phone,S1,nonconventional,literal,0,No,0,1
1442,4743,10,99g951ch9k,non_conventional,yes,0,Request,9,soup,S1,nonconventional,request,1,No,1,2
1443,1223,12,99g951ch9k,non_conventional,yes,1,Non-Request,9,soup,S1,nonconventional,literal,1,Yes,0,3
1444,750,14,99g951ch9k,non_conventional,yes,1,Non-Request,7,phone,S1,nonconventional,literal,1,Yes,0,4
1445,816,16,99g951ch9k,non_conventional,yes,0,Non-Request,1,car,S1,nonconventional,request,0,No,1,5
1446,1128,18,99g951ch9k,non_conventional,yes,0,Non-Request,5,laptop,S1,nonconventional,request,0,No,1,6
1447,1613,20,99g951ch9k,non_conventional,yes,1,Non-Request,2,back,S1,nonconventional,literal,1,No,0,7
1448,967,22,99g951ch9k,non_conventional,yes,1,Non-Request,6,office,S1,nonconventional,literal,1,No,0,8
1449,613,24,99g951ch9k,non_conventional,yes,0,Request,6,office,S1,nonconventional,request,1,Yes,1,9
1450,479,26,99g951ch9k,non_conventional,yes,0,Request,5,laptop,S1,nonconventional,request,1,Yes,1,10
1451,666,28,99g951ch9k,non_conventional,yes,0,Request,2,back,S1,nonconventional,request,1,Yes,1,11
1452,730,30,99g951ch9k,non_conventional,yes,0,Request,1,car,S1,nonconventional,request,1,Yes,1,12
1453,1203,32,99g951ch9k,non_conventional,yes,0,Request,2,back,S3,nonconventional,request,1,No,1,13
1454,849,34,99g951ch9k,non_conventional,yes,1,Non-Request,7,phone,S3,nonconventional,literal,1,No,0,14
1455,600,36,99g951ch9k,non_conventional,yes,1,Non-Request,5,laptop,S3,nonconventional,literal,1,No,0,15
1456,919,38,99g951ch9k,non_conventional,yes,1,Non-Request,6,office,S3,nonconventional,literal,1,No,0,16
1457,680,40,99g951ch9k,non_conventional,yes,1,Non-Request,2,back,S3,nonconventional,literal,1,Yes,0,17
1458,750,42,99g951ch9k,non_conventional,yes,0,Request,1,car,S3,nonconventional,request,1,No,1,18
1459,1480,44,99g951ch9k,non_conventional,yes,0,Request,9,soup,S3,nonconventional,request,1,No,1,19
1460,3353,46,99g951ch9k,non_conventional,yes,0,Non-Request,1,car,S3,nonconventional,request,0,Yes,1,20
1461,2735,48,99g951ch9k,non_conventional,yes,1,Request,7,phone,S3,nonconventional,literal,0,Yes,0,21
1462,651,50,99g951ch9k,non_conventional,yes,0,Request,5,laptop,S3,nonconventional,request,1,Yes,1,22
1463,712,52,99g951ch9k,non_conventional,yes,1,Non-Request,9,soup,S3,nonconventional,literal,1,Yes,0,23
1464,826,54,99g951ch9k,non_conventional,yes,0,Request,6,office,S3,nonconventional,request,1,Yes,1,24
1465,593,56,99g951ch9k,non_conventional,yes,1,Non-Request,2,back,S2,nonconventional,literal,1,No,0,25
1466,492,58,99g951ch9k,non_conventional,yes,1,Non-Request,5,laptop,S2,nonconventional,literal,1,No,0,26
1467,565,60,99g951ch9k,non_conventional,yes,1,Request,7,phone,S2,nonconventional,literal,0,No,0,27
1468,459,62,99g951ch9k,non_conventional,yes,1,Request,1,car,S2,nonconventional,literal,0,No,0,28
1469,560,64,99g951ch9k,non_conventional,yes,1,Non-Request,7,phone,S2,nonconventional,literal,1,Yes,0,29
1470,572,66,99g951ch9k,non_conventional,yes,1,Request,2,back,S2,nonconventional,literal,0,Yes,0,30
1471,728,68,99g951ch9k,non_conventional,yes,1,Request,6,office,S2,nonconventional,literal,0,No,0,31
1472,678,70,99g951ch9k,non_conventional,yes,1,Non-Request,6,office,S2,nonconventional,literal,1,Yes,0,32
1473,601,72,99g951ch9k,non_conventional,yes,1,Request,5,laptop,S2,nonconventional,literal,0,Yes,0,33
1474,591,74,99g951ch9k,non_conventional,yes,1,Non-Request,1,car,S2,nonconventional,literal,1,Yes,0,34
1475,775,76,99g951ch9k,non_conventional,yes,1,Request,9,soup,S2,nonconventional,literal,0,No,0,35
1476,755,78,99g951ch9k,non_conventional,yes,1,Non-Request,9,soup,S2,nonconventional,literal,1,Yes,0,36
1477,2276,80,99g951ch9k,non_conventional,yes,1,Request,1,car,S5,nonconventional,literal,0,No,0,37
1478,616,82,99g951ch9k,non_conventional,yes,1,Request,5,laptop,S5,nonconventional,literal,0,No,0,38
1479,616,84,99g951ch9k,non_conventional,yes,1,Non-Request,5,laptop,S5,nonconventional,literal,1,Yes,0,39
1480,668,86,99g951ch9k,non_conventional,yes,1,Non-Request,6,office,S5,nonconventional,literal,1,No,0,40
1481,913,88,99g951ch9k,non_conventional,yes,1,Request,7,phone,S5,nonconventional,literal,0,No,0,41
1482,557,90,99g951ch9k,non_conventional,yes,1,Non-Request,7,phone,S5,nonconventional,literal,1,Yes,0,42
1483,1548,92,99g951ch9k,non_conventional,yes,0,Non-Request,9,soup,S5,nonconventional,request,0,No,1,43
1484,831,94,99g951ch9k,non_conventional,yes,0,Request,2,back,S5,nonconventional,request,1,No,1,44
1485,710,96,99g951ch9k,non_conventional,yes,1,Request,9,soup,S5,nonconventional,literal,0,Yes,0,45
1486,534,98,99g951ch9k,non_conventional,yes,1,Request,6,office,S5,nonconventional,literal,0,Yes,0,46
1487,742,100,99g951ch9k,non_conventional,yes,1,Non-Request,1,car,S5,nonconventional,literal,1,Yes,0,47
1488,512,102,99g951ch9k,non_conventional,yes,1,Non-Request,2,back,S5,nonconventional,literal,1,Yes,0,48
1489,3223,104,99g951ch9k,non_conventional,yes,1,Request,1,car,S4,nonconventional,literal,0,No,0,49
1490,1126,106,99g951ch9k,non_conventional,yes,1,Non-Request,6,office,S4,nonconventional,literal,1,No,0,50
1491,430,108,99g951ch9k,non_conventional,yes,1,Non-Request,1,car,S4,nonconventional,literal,1,Yes,0,51
1492,592,110,99g951ch9k,non_conventional,yes,0,Request,5,laptop,S4,nonconventional,request,1,No,1,52
1493,491,112,99g951ch9k,non_conventional,yes,1,Non-Request,5,laptop,S4,nonconventional,literal,1,Yes,0,53
1494,703,114,99g951ch9k,non_conventional,yes,0,Request,9,soup,S4,nonconventional,request,1,No,1,54
1495,599,116,99g951ch9k,non_conventional,yes,1,Non-Request,2,back,S4,nonconventional,literal,1,No,0,55
1496,607,118,99g951ch9k,non_conventional,yes,1,Non-Request,7,phone,S4,nonconventional,literal,1,No,0,56
1497,587,120,99g951ch9k,non_conventional,yes,0,Request,2,back,S4,nonconventional,request,1,Yes,1,57
1498,728,122,99g951ch9k,non_conventional,yes,0,Request,6,office,S4,nonconventional,request,1,Yes,1,58
1499,526,124,99g951ch9k,non_conventional,yes,1,Request,7,phone,S4,nonconventional,literal,0,Yes,0,59
1500,450,126,99g951ch9k,non_conventional,yes,1,Non-Request,9,soup,S4,nonconventional,literal,1,Yes,0,60
1501,2898,8,9fr3hr3dd9,conventional,yes,0,Request,12,temperature,S4,conventional,request,1,No,1,1
1502,1326,10,9fr3hr3dd9,conventional,yes,0,Request,4,door,S4,conventional,request,1,No,1,2
1503,3425,12,9fr3hr3dd9,conventional,yes,1,Non-Request,8,piano,S4,conventional,literal,1,No,0,3
1504,3755,14,9fr3hr3dd9,conventional,yes,1,Non-Request,10,spanish,S4,conventional,literal,1,No,0,4
1505,3085,16,9fr3hr3dd9,conventional,yes,1,Request,3,box,S4,conventional,literal,0,No,0,5
1506,794,18,9fr3hr3dd9,conventional,yes,0,Non-Request,12,temperature,S4,conventional,request,0,Yes,1,6
1507,887,20,9fr3hr3dd9,conventional,yes,0,Request,10,spanish,S4,conventional,request,1,Yes,1,7
1508,1252,22,9fr3hr3dd9,conventional,yes,1,Non-Request,4,door,S4,conventional,literal,1,Yes,0,8
1509,1464,24,9fr3hr3dd9,conventional,yes,1,Non-Request,11,window,S4,conventional,literal,1,No,0,9
1510,1265,26,9fr3hr3dd9,conventional,yes,0,Request,8,piano,S4,conventional,request,1,Yes,1,10
1511,1092,28,9fr3hr3dd9,conventional,yes,0,Request,11,window,S4,conventional,request,1,Yes,1,11
1512,1213,30,9fr3hr3dd9,conventional,yes,1,Non-Request,3,box,S4,conventional,literal,1,Yes,0,12
1513,1650,32,9fr3hr3dd9,conventional,yes,1,Request,8,piano,S1,conventional,literal,0,No,0,13
1514,1202,34,9fr3hr3dd9,conventional,yes,1,Non-Request,10,spanish,S1,conventional,literal,1,No,0,14
1515,1136,36,9fr3hr3dd9,conventional,yes,0,Non-Request,11,window,S1,conventional,request,0,No,1,15
1516,6995,38,9fr3hr3dd9,conventional,yes,1,Non-Request,8,piano,S1,conventional,literal,1,Yes,0,16
1517,2980,40,9fr3hr3dd9,conventional,yes,1,Request,12,temperature,S1,conventional,literal,0,No,0,17
1518,3237,42,9fr3hr3dd9,conventional,yes,1,Non-Request,3,box,S1,conventional,literal,1,No,0,18
1519,1975,44,9fr3hr3dd9,conventional,yes,1,Request,10,spanish,S1,conventional,literal,0,Yes,0,19
1520,1835,46,9fr3hr3dd9,conventional,yes,1,Non-Request,4,door,S1,conventional,literal,1,No,0,20
1521,2960,48,9fr3hr3dd9,conventional,yes,1,Request,11,window,S1,conventional,literal,0,Yes,0,21
1522,1782,50,9fr3hr3dd9,conventional,yes,0,Request,3,box,S1,conventional,request,1,Yes,1,22
1523,1385,52,9fr3hr3dd9,conventional,yes,0,Request,4,door,S1,conventional,request,1,Yes,1,23
1524,3149,54,9fr3hr3dd9,conventional,yes,0,Non-Request,12,temperature,S1,conventional,request,0,Yes,1,24
1525,3546,56,9fr3hr3dd9,conventional,yes,0,Request,10,spanish,S5,conventional,request,1,No,1,25
1526,702,58,9fr3hr3dd9,conventional,yes,0,Request,11,window,S5,conventional,request,1,No,1,26
1527,1380,60,9fr3hr3dd9,conventional,yes,0,Non-Request,3,box,S5,conventional,request,0,No,1,27
1528,2829,62,9fr3hr3dd9,conventional,yes,0,Non-Request,12,temperature,S5,conventional,request,0,No,1,28
1529,1648,64,9fr3hr3dd9,conventional,yes,0,Non-Request,4,door,S5,conventional,request,0,No,1,29
1530,3060,66,9fr3hr3dd9,conventional,yes,0,Request,12,temperature,S5,conventional,request,1,Yes,1,30
1531,2267,68,9fr3hr3dd9,conventional,yes,0,Non-Request,11,window,S5,conventional,request,0,Yes,1,31
1532,2604,70,9fr3hr3dd9,conventional,yes,0,Non-Request,8,piano,S5,conventional,request,0,No,1,32
1533,4130,72,9fr3hr3dd9,conventional,yes,1,Non-Request,10,spanish,S5,conventional,literal,1,Yes,0,33
1534,1108,74,9fr3hr3dd9,conventional,yes,0,Request,4,door,S5,conventional,request,1,Yes,1,34
1535,831,76,9fr3hr3dd9,conventional,yes,0,Request,8,piano,S5,conventional,request,1,Yes,1,35
1536,768,78,9fr3hr3dd9,conventional,yes,0,Request,3,box,S5,conventional,request,1,Yes,1,36
1537,1148,80,9fr3hr3dd9,conventional,yes,1,Request,8,piano,S3,conventional,literal,0,No,0,37
1538,2611,82,9fr3hr3dd9,conventional,yes,1,Non-Request,8,piano,S3,conventional,literal,1,Yes,0,38
1539,977,84,9fr3hr3dd9,conventional,yes,0,Request,12,temperature,S3,conventional,request,1,No,1,39
1540,2435,86,9fr3hr3dd9,conventional,yes,0,Non-Request,3,box,S3,conventional,request,0,No,1,40
1541,3833,88,9fr3hr3dd9,conventional,yes,0,Non-Request,4,door,S3,conventional,request,0,No,1,41
1542,1958,90,9fr3hr3dd9,conventional,yes,1,Non-Request,12,temperature,S3,conventional,literal,1,Yes,0,42
1543,780,92,9fr3hr3dd9,conventional,yes,1,Non-Request,11,window,S3,conventional,literal,1,No,0,43
