,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject,group,passed_test,stimulus,type,button_pressed,answer,stimNum,topic,speaker,form,response,correct,Gender,Native_Speaker,Music_Ability,Age,Mobile
5084,6350,audio-button-response,43,2215991,0.0-10.0-0.0,90997,group4,yes,prosody_paired_samples/NimishP/IR_Literal_car.wav,,0,first,1,car,Nimish,indirect,first,1,Female,Yes,1,41,No
5085,6233,audio-button-response,44,2222225,0.0-10.0-1.0,90997,group4,yes,prosody_paired_samples/NimishP/IR_Literal_soup.wav,,1,first,9,soup,Nimish,indirect,second,0,Female,Yes,1,41,No
5086,5796,audio-button-response,45,2228022,0.0-10.0-2.0,90997,group4,yes,prosody_paired_samples/NimishP/IR_Literal_window.wav,,0,first,11,window,Nimish,modal,first,1,Female,Yes,1,41,No
5087,5839,audio-button-response,46,2233862,0.0-10.0-3.0,90997,group4,yes,prosody_paired_samples/NimishP/IR_Literal_laptop.wav,,0,first,5,laptop,Nimish,indirect,first,1,Female,Yes,1,41,No
5088,5545,audio-button-response,47,2239408,0.0-10.0-4.0,90997,group4,yes,prosody_paired_samples/NimishP/Literal_IR_box.wav,,1,second,3,box,Nimish,modal,second,1,Female,Yes,1,41,No
5089,5907,audio-button-response,48,2245315,0.0-10.0-5.0,90997,group4,yes,prosody_paired_samples/NimishP/Literal_IR_back.wav,,1,second,2,back,Nimish,indirect,second,1,Female,Yes,1,41,No
5090,5792,audio-button-response,49,2251109,0.0-10.0-6.0,90997,group4,yes,prosody_paired_samples/NimishP/Literal_IR_phone.wav,,0,second,7,phone,Nimish,indirect,first,0,Female,Yes,1,41,No
5091,6662,audio-button-response,50,2257773,0.0-10.0-7.0,90997,group4,yes,prosody_paired_samples/NimishP/Literal_IR_office.wav,,1,second,6,office,Nimish,indirect,second,1,Female,Yes,1,41,No
5092,4713,audio-button-response,51,2262488,0.0-10.0-8.0,90997,group4,yes,prosody_paired_samples/NimishP/IR_Literal_door.wav,,0,first,4,door,Nimish,modal,first,1,Female,Yes,1,41,No
5093,5847,audio-button-response,52,2268336,0.0-10.0-9.0,90997,group4,yes,prosody_paired_samples/NimishP/Literal_IR_temp.wav,,1,second,12,temperature,Nimish,modal,second,1,Female,Yes,1,41,No
5094,5151,audio-button-response,53,2273487,0.0-10.0-10.0,90997,group4,yes,prosody_paired_samples/NimishP/IR_Literal_piano.wav,,0,first,8,piano,Nimish,modal,first,1,Female,Yes,1,41,No
5095,6952,audio-button-response,54,2280439,0.0-10.0-11.0,90997,group4,yes,prosody_paired_samples/NimishP/Literal_IR_Spanish.wav,,0,second,10,spanish,Nimish,modal,first,0,Female,Yes,1,41,No
5096,7325,audio-button-response,55,2287765,0.0-11.0-0.0,90997,group4,yes,prosody_paired_samples/DannyK/literal_IR_laptop.wav,,1,second,5,laptop,Danny,indirect,second,1,Female,Yes,1,41,No
5097,6051,audio-button-response,56,2293817,0.0-11.0-1.0,90997,group4,yes,prosody_paired_samples/DannyK/literal_IR_back.wav,,1,second,2,back,Danny,indirect,second,1,Female,Yes,1,41,No
5098,5224,audio-button-response,57,2299041,0.0-11.0-2.0,90997,group4,yes,prosody_paired_samples/DannyK/IR_literal_box.wav,,0,first,3,box,Danny,modal,first,1,Female,Yes,1,41,No
5099,7244,audio-button-response,58,2306286,0.0-11.0-3.0,90997,group4,yes,prosody_paired_samples/DannyK/IR_literal_door.wav,,0,first,4,door,Danny,modal,first,1,Female,Yes,1,41,No
5100,4790,audio-button-response,59,2311077,0.0-11.0-4.0,90997,group4,yes,prosody_paired_samples/DannyK/IR_literal_window.wav,,0,first,11,window,Danny,modal,first,1,Female,Yes,1,41,No
5101,5290,audio-button-response,60,2316367,0.0-11.0-5.0,90997,group4,yes,prosody_paired_samples/DannyK/literal_IR_phone.wav,,0,second,7,phone,Danny,indirect,first,0,Female,Yes,1,41,No
5102,5669,audio-button-response,61,2322037,0.0-11.0-6.0,90997,group4,yes,prosody_paired_samples/DannyK/literal_IR_office.wav,,0,second,6,office,Danny,indirect,first,0,Female,Yes,1,41,No
5103,5058,audio-button-response,62,2327095,0.0-11.0-7.0,90997,group4,yes,prosody_paired_samples/DannyK/literal_IR_soup.wav,,0,second,9,soup,Danny,indirect,first,0,Female,Yes,1,41,No
5104,5789,audio-button-response,63,2332885,0.0-11.0-8.0,90997,group4,yes,prosody_paired_samples/DannyK/IR_literal_Spanish.wav,,0,first,10,spanish,Danny,modal,first,1,Female,Yes,1,41,No
5105,5349,audio-button-response,64,2338235,0.0-11.0-9.0,90997,group4,yes,prosody_paired_samples/DannyK/IR_literal_car.wav,,0,first,1,car,Danny,indirect,first,1,Female,Yes,1,41,No
5106,5550,audio-button-response,65,2343787,0.0-11.0-10.0,90997,group4,yes,prosody_paired_samples/DannyK/IR_literal_piano.wav,,0,first,8,piano,Danny,modal,first,1,Female,Yes,1,41,No
5107,6040,audio-button-response,66,2349827,0.0-11.0-11.0,90997,group4,yes,prosody_paired_samples/DannyK/literal_IR_temp.wav,,0,second,12,temperature,Danny,modal,first,0,Female,Yes,1,41,No
5108,8691,survey-text,67,2358520,0.0-12.0,90997,group4,yes,,debrief,,,,,,,,0,Female,Yes,1,41,No
5109,16215,survey-multi-choice,68,2374800,0.0-13.0,90997,group4,yes,,demographic1,,,,,,,,0,Female,Yes,1,41,No
5110,3485,survey-text,69,2378287,0.0-14.0,90997,group4,yes,,age,,,,,,,,0,Female,Yes,1,41,No
5111,10671,survey-text,70,2388960,0.0-15.0,90997,group4,yes,,,,,,,,,,0,Female,Yes,1,41,No
5112,2724,instructions,0,2727,0.0-0.0,91202,group3,yes,,,,,,,,,,0,Female,Yes,3,32,No
5113,7053,external-html,1,9860,0.0-1.0,91202,group3,yes,,,,,,,,,,0,Female,Yes,3,32,No
5114,3244,instructions,2,13104,0.0-2.0,91202,group3,yes,,,,,,,,,,0,Female,Yes,3,32,No
5115,,video,3,21844,0.0-3.0,91202,group3,yes,"[""prosody_paired_samples/audio_calibration.mp4""]",calibration,,,,,,,,0,Female,Yes,3,32,No
5116,2122,instructions,4,23967,0.0-4.0,91202,group3,yes,,,,,,,,,,0,Female,Yes,3,32,No
5117,4704,audio-button-response,5,28674,0.0-5.0,91202,group3,yes,prosody_paired_samples/ears_audio_check.wav,test,2,,,,,,,0,Female,Yes,3,32,No
5118,29699,instructions,6,59774,0.0-6.0-0.0,91202,group3,yes,,,,,,,,,,0,Female,Yes,3,32,No
5119,5713,audio-button-response,7,65489,0.0-7.0-0.0,91202,group3,yes,prosody_paired_samples/NimishP/Literal_IR_office.wav,,1,second,6,office,Nimish,indirect,second,1,Female,Yes,3,32,No
5120,5176,audio-button-response,8,70666,0.0-7.0-1.0,91202,group3,yes,prosody_paired_samples/NimishP/Literal_IR_window.wav,,1,second,11,window,Nimish,modal,second,1,Female,Yes,3,32,No
5121,6280,audio-button-response,9,76947,0.0-7.0-2.0,91202,group3,yes,prosody_paired_samples/NimishP/Literal_IR_soup.wav,,0,second,9,soup,Nimish,indirect,first,0,Female,Yes,3,32,No
5122,4812,audio-button-response,10,81760,0.0-7.0-3.0,91202,group3,yes,prosody_paired_samples/NimishP/IR_Literal_box.wav,,0,first,3,box,Nimish,modal,first,1,Female,Yes,3,32,No
5123,5410,audio-button-response,11,87172,0.0-7.0-4.0,91202,group3,yes,prosody_paired_samples/NimishP/Literal_IR_laptop.wav,,1,second,5,laptop,Nimish,indirect,second,1,Female,Yes,3,32,No
5124,5093,audio-button-response,12,92267,0.0-7.0-5.0,91202,group3,yes,prosody_paired_samples/NimishP/IR_Literal_piano.wav,,0,first,8,piano,Nimish,modal,first,1,Female,Yes,3,32,No
5125,5385,audio-button-response,13,97652,0.0-7.0-6.0,91202,group3,yes,prosody_paired_samples/NimishP/IR_Literal_car.wav,,0,first,1,car,Nimish,indirect,first,1,Female,Yes,3,32,No
5126,6069,audio-button-response,14,103723,0.0-7.0-7.0,91202,group3,yes,prosody_paired_samples/NimishP/IR_Literal_back.wav,,0,first,2,back,Nimish,indirect,first,1,Female,Yes,3,32,No
5127,5526,audio-button-response,15,109250,0.0-7.0-8.0,91202,group3,yes,prosody_paired_samples/NimishP/Literal_IR_temp.wav,,1,second,12,temperature,Nimish,modal,second,1,Female,Yes,3,32,No
5128,4680,audio-button-response,16,113932,0.0-7.0-9.0,91202,group3,yes,prosody_paired_samples/NimishP/IR_Literal_door.wav,,0,first,4,door,Nimish,modal,first,1,Female,Yes,3,32,No
5129,8665,audio-button-response,17,122597,0.0-7.0-10.0,91202,group3,yes,prosody_paired_samples/NimishP/Literal_IR_Spanish.wav,,1,second,10,spanish,Nimish,modal,second,1,Female,Yes,3,32,No
5130,6268,audio-button-response,18,128867,0.0-7.0-11.0,91202,group3,yes,prosody_paired_samples/NimishP/IR_Literal_phone.wav,,0,first,7,phone,Nimish,indirect,first,1,Female,Yes,3,32,No
5131,5793,audio-button-response,19,134661,0.0-8.0-0.0,91202,group3,yes,prosody_paired_samples/KarenL/IR_literal_car.wav,,0,first,1,car,Karen,indirect,first,1,Female,Yes,3,32,No
5132,5573,audio-button-response,20,140235,0.0-8.0-1.0,91202,group3,yes,prosody_paired_samples/KarenL/literal_IR_box.wav,,1,second,3,box,Karen,modal,second,1,Female,Yes,3,32,No
5133,5705,audio-button-response,21,145941,0.0-8.0-2.0,91202,group3,yes,prosody_paired_samples/KarenL/literal_IR_laptop.wav,,1,second,5,laptop,Karen,indirect,second,1,Female,Yes,3,32,No
5134,5465,audio-button-response,22,151407,0.0-8.0-3.0,91202,group3,yes,prosody_paired_samples/KarenL/literal_IR_back.wav,,1,second,2,back,Karen,indirect,second,1,Female,Yes,3,32,No
5135,5156,audio-button-response,23,156566,0.0-8.0-4.0,91202,group3,yes,prosody_paired_samples/KarenL/IR_literal_soup.wav,,0,first,9,soup,Karen,indirect,first,1,Female,Yes,3,32,No
5136,6204,audio-button-response,24,162771,0.0-8.0-5.0,91202,group3,yes,prosody_paired_samples/KarenL/IR_literal_office.wav,,0,first,6,office,Karen,indirect,first,1,Female,Yes,3,32,No
5137,5597,audio-button-response,25,168369,0.0-8.0-6.0,91202,group3,yes,prosody_paired_samples/KarenL/IR_literal_Spanish.wav,,1,first,10,spanish,Karen,modal,second,0,Female,Yes,3,32,No
5138,5234,audio-button-response,26,173603,0.0-8.0-7.0,91202,group3,yes,prosody_paired_samples/KarenL/IR_literal_door.wav,,1,first,4,door,Karen,modal,second,0,Female,Yes,3,32,No
5139,5316,audio-button-response,27,178920,0.0-8.0-8.0,91202,group3,yes,prosody_paired_samples/KarenL/IR_literal_phone.wav,,0,first,7,phone,Karen,indirect,first,1,Female,Yes,3,32,No
5140,5341,audio-button-response,28,184263,0.0-8.0-9.0,91202,group3,yes,prosody_paired_samples/KarenL/literal_IR_window.wav,,0,second,11,window,Karen,modal,first,0,Female,Yes,3,32,No
5141,5960,audio-button-response,29,190224,0.0-8.0-10.0,91202,group3,yes,prosody_paired_samples/KarenL/literal_IR_temp.wav,,0,second,12,temperature,Karen,modal,first,0,Female,Yes,3,32,No
5142,6112,audio-button-response,30,196338,0.0-8.0-11.0,91202,group3,yes,prosody_paired_samples/KarenL/literal_IR_piano.wav,,1,second,8,piano,Karen,modal,second,1,Female,Yes,3,32,No
5143,5448,audio-button-response,31,201788,0.0-9.0-0.0,91202,group3,yes,prosody_paired_samples/DannyK/literal_IR_phone.wav,,0,second,7,phone,Danny,indirect,first,0,Female,Yes,3,32,No
5144,5613,audio-button-response,32,207402,0.0-9.0-1.0,91202,group3,yes,prosody_paired_samples/DannyK/IR_literal_Spanish.wav,,0,first,10,spanish,Danny,modal,first,1,Female,Yes,3,32,No
5145,4886,audio-button-response,33,212288,0.0-9.0-2.0,91202,group3,yes,prosody_paired_samples/DannyK/literal_IR_soup.wav,,1,second,9,soup,Danny,indirect,second,1,Female,Yes,3,32,No
5146,5528,audio-button-response,34,217818,0.0-9.0-3.0,91202,group3,yes,prosody_paired_samples/DannyK/literal_IR_back.wav,,1,second,2,back,Danny,indirect,second,1,Female,Yes,3,32,No
5147,6031,audio-button-response,35,223850,0.0-9.0-4.0,91202,group3,yes,prosody_paired_samples/DannyK/literal_IR_office.wav,,0,second,6,office,Danny,indirect,first,0,Female,Yes,3,32,No
5148,5645,audio-button-response,36,229496,0.0-9.0-5.0,91202,group3,yes,prosody_paired_samples/DannyK/IR_literal_box.wav,,1,first,3,box,Danny,modal,second,0,Female,Yes,3,32,No
5149,6145,audio-button-response,37,235642,0.0-9.0-6.0,91202,group3,yes,prosody_paired_samples/DannyK/IR_literal_temp.wav,,0,first,12,temperature,Danny,modal,first,1,Female,Yes,3,32,No
5150,7333,audio-button-response,38,242976,0.0-9.0-7.0,91202,group3,yes,prosody_paired_samples/DannyK/IR_literal_car.wav,,0,first,1,car,Danny,indirect,first,1,Female,Yes,3,32,No
5151,6098,audio-button-response,39,249075,0.0-9.0-8.0,91202,group3,yes,prosody_paired_samples/DannyK/literal_IR_piano.wav,,1,second,8,piano,Danny,modal,second,1,Female,Yes,3,32,No
5152,5940,audio-button-response,40,255016,0.0-9.0-9.0,91202,group3,yes,prosody_paired_samples/DannyK/literal_IR_door.wav,,1,second,4,door,Danny,modal,second,1,Female,Yes,3,32,No
5153,5730,audio-button-response,41,260746,0.0-9.0-10.0,91202,group3,yes,prosody_paired_samples/DannyK/IR_literal_laptop.wav,,0,first,5,laptop,Danny,indirect,first,1,Female,Yes,3,32,No
5154,5317,audio-button-response,42,266065,0.0-9.0-11.0,91202,group3,yes,prosody_paired_samples/DannyK/IR_literal_window.wav,,0,first,11,window,Danny,modal,first,1,Female,Yes,3,32,No
5155,5179,audio-button-response,43,271245,0.0-10.0-0.0,91202,group3,yes,prosody_paired_samples/KatieS/Literal_IR_window.wav,,1,second,11,window,Katie,modal,second,1,Female,Yes,3,32,No
5156,5123,audio-button-response,44,276368,0.0-10.0-1.0,91202,group3,yes,prosody_paired_samples/KatieS/IR_Literal_soup.wav,,0,first,9,soup,Katie,indirect,first,1,Female,Yes,3,32,No
5157,5395,audio-button-response,45,281765,0.0-10.0-2.0,91202,group3,yes,prosody_paired_samples/KatieS/IR_Literal_piano.wav,,0,first,8,piano,Katie,modal,first,1,Female,Yes,3,32,No
5158,5502,audio-button-response,46,287269,0.0-10.0-3.0,91202,group3,yes,prosody_paired_samples/KatieS/Literal_IR_laptop.wav,,1,second,5,laptop,Katie,indirect,second,1,Female,Yes,3,32,No
5159,5838,audio-button-response,47,293109,0.0-10.0-4.0,91202,group3,yes,prosody_paired_samples/KatieS/Literal_IR_back.wav,,1,second,2,back,Katie,indirect,second,1,Female,Yes,3,32,No
5160,5161,audio-button-response,48,298271,0.0-10.0-5.0,91202,group3,yes,prosody_paired_samples/KatieS/Literal_IR_box.wav,,1,second,3,box,Katie,modal,second,1,Female,Yes,3,32,No
5161,4939,audio-button-response,49,303211,0.0-10.0-6.0,91202,group3,yes,prosody_paired_samples/KatieS/IR_Literal_door.wav,,1,first,4,door,Katie,modal,second,0,Female,Yes,3,32,No
5162,5450,audio-button-response,50,308663,0.0-10.0-7.0,91202,group3,yes,prosody_paired_samples/KatieS/IR_Literal_phone.wav,,0,first,7,phone,Katie,indirect,first,1,Female,Yes,3,32,No
5163,5905,audio-button-response,51,314569,0.0-10.0-8.0,91202,group3,yes,prosody_paired_samples/KatieS/Literal_IR_office.wav,,1,second,6,office,Katie,indirect,second,1,Female,Yes,3,32,No
5164,5835,audio-button-response,52,320405,0.0-10.0-9.0,91202,group3,yes,prosody_paired_samples/KatieS/IR_Literal_car.wav,,0,first,1,car,Katie,indirect,first,1,Female,Yes,3,32,No
5165,5665,audio-button-response,53,326070,0.0-10.0-10.0,91202,group3,yes,prosody_paired_samples/KatieS/IR_Literal_temp.wav,,1,first,12,temperature,Katie,modal,second,0,Female,Yes,3,32,No
5166,5133,audio-button-response,54,331204,0.0-10.0-11.0,91202,group3,yes,prosody_paired_samples/KatieS/Literal_IR_Spanish.wav,,1,second,10,spanish,Katie,modal,second,1,Female,Yes,3,32,No
5167,5889,audio-button-response,55,337096,0.0-11.0-0.0,91202,group3,yes,prosody_paired_samples/MaiyiY/literal_IR_window.wav,,1,second,11,window,Maiyi,modal,second,1,Female,Yes,3,32,No
5168,18060,audio-button-response,56,355156,0.0-11.0-1.0,91202,group3,yes,prosody_paired_samples/MaiyiY/IR_literal_laptop.wav,,0,first,5,laptop,Maiyi,indirect,first,1,Female,Yes,3,32,No
5169,5805,audio-button-response,57,360963,0.0-11.0-2.0,91202,group3,yes,prosody_paired_samples/MaiyiY/IR_literal_soup.wav,,0,first,9,soup,Maiyi,indirect,first,1,Female,Yes,3,32,No
5170,6387,audio-button-response,58,367350,0.0-11.0-3.0,91202,group3,yes,prosody_paired_samples/MaiyiY/literal_IR_Spanish.wav,,1,second,10,spanish,Maiyi,modal,second,1,Female,Yes,3,32,No
5171,6169,audio-button-response,59,373521,0.0-11.0-4.0,91202,group3,yes,prosody_paired_samples/MaiyiY/literal_IR_temp.wav,,1,second,12,temperature,Maiyi,modal,second,1,Female,Yes,3,32,No
5172,8653,audio-button-response,60,382174,0.0-11.0-5.0,91202,group3,yes,prosody_paired_samples/MaiyiY/IR_literal_car.wav,,0,first,1,car,Maiyi,indirect,first,1,Female,Yes,3,32,No
5173,5279,audio-button-response,61,387455,0.0-11.0-6.0,91202,group3,yes,prosody_paired_samples/MaiyiY/IR_literal_door.wav,,1,first,4,door,Maiyi,modal,second,0,Female,Yes,3,32,No
5174,5319,audio-button-response,62,392775,0.0-11.0-7.0,91202,group3,yes,prosody_paired_samples/MaiyiY/literal_IR_piano.wav,,1,second,8,piano,Maiyi,modal,second,1,Female,Yes,3,32,No
5175,5873,audio-button-response,63,398651,0.0-11.0-8.0,91202,group3,yes,prosody_paired_samples/MaiyiY/IR_literal_back.wav,,0,first,2,back,Maiyi,indirect,first,1,Female,Yes,3,32,No
5176,5897,audio-button-response,64,404550,0.0-11.0-9.0,91202,group3,yes,prosody_paired_samples/MaiyiY/IR_literal_phone.wav,,1,first,7,phone,Maiyi,indirect,second,0,Female,Yes,3,32,No
5177,5472,audio-button-response,65,410023,0.0-11.0-10.0,91202,group3,yes,prosody_paired_samples/MaiyiY/literal_IR_box.wav,,1,second,3,box,Maiyi,modal,second,1,Female,Yes,3,32,No
5178,6085,audio-button-response,66,416108,0.0-11.0-11.0,91202,group3,yes,prosody_paired_samples/MaiyiY/literal_IR_office.wav,,0,second,6,office,Maiyi,indirect,first,0,Female,Yes,3,32,No
5179,17944,survey-text,67,434055,0.0-12.0,91202,group3,yes,,debrief,,,,,,,,0,Female,Yes,3,32,No
5180,6484,survey-multi-choice,68,440550,0.0-13.0,91202,group3,yes,,demographic1,,,,,,,,0,Female,Yes,3,32,No
5181,2395,survey-text,69,442948,0.0-14.0,91202,group3,yes,,age,,,,,,,,0,Female,Yes,3,32,No
5182,5542,survey-text,70,448493,0.0-15.0,91202,group3,yes,,,,,,,,,,0,Female,Yes,3,32,No
5183,3003,instructions,0,3006,0.0-0.0,91318,group2,yes,,,,,,,,,,0,Female,Yes,4,50,No
5184,7943,external-html,1,11019,0.0-1.0,91318,group2,yes,,,,,,,,,,0,Female,Yes,4,50,No
5185,4830,instructions,2,15850,0.0-2.0,91318,group2,yes,,,,,,,,,,0,Female,Yes,4,50,No
5186,,video,3,24479,0.0-3.0,91318,group2,yes,"[""prosody_paired_samples/audio_calibration.mp4""]",calibration,,,,,,,,0,Female,Yes,4,50,No
5187,4502,instructions,4,28981,0.0-4.0,91318,group2,yes,,,,,,,,,,0,Female,Yes,4,50,No
5188,4320,audio-button-response,5,33304,0.0-5.0,91318,group2,yes,prosody_paired_samples/ears_audio_check.wav,test,2,,,,,,,0,Female,Yes,4,50,No
5189,26604,instructions,6,62127,0.0-6.0-0.0,91318,group2,yes,,,,,,,,,,0,Female,Yes,4,50,No
5190,1517,audio-button-response,7,63645,0.0-7.0-0.0,91318,group2,yes,prosody_paired_samples/KatieS/Literal_IR_temp.wav,,0,second,12,temperature,Katie,modal,first,0,Female,Yes,4,50,No
5191,3761,audio-button-response,8,67408,0.0-7.0-1.0,91318,group2,yes,prosody_paired_samples/KatieS/IR_Literal_soup.wav,,1,first,9,soup,Katie,indirect,second,0,Female,Yes,4,50,No
5192,11918,audio-button-response,9,79328,0.0-7.0-2.0,91318,group2,yes,prosody_paired_samples/KatieS/IR_Literal_piano.wav,,0,first,8,piano,Katie,modal,first,1,Female,Yes,4,50,No
5193,7389,audio-button-response,10,86717,0.0-7.0-3.0,91318,group2,yes,prosody_paired_samples/KatieS/IR_Literal_Spanish.wav,,0,first,10,spanish,Katie,modal,first,1,Female,Yes,4,50,No
5194,6489,audio-button-response,11,93208,0.0-7.0-4.0,91318,group2,yes,prosody_paired_samples/KatieS/IR_Literal_window.wav,,1,first,11,window,Katie,modal,second,0,Female,Yes,4,50,No
5195,8115,audio-button-response,12,101323,0.0-7.0-5.0,91318,group2,yes,prosody_paired_samples/KatieS/Literal_IR_car.wav,,1,second,1,car,Katie,indirect,second,1,Female,Yes,4,50,No
5196,7897,audio-button-response,13,109221,0.0-7.0-6.0,91318,group2,yes,prosody_paired_samples/KatieS/Literal_IR_phone.wav,,1,second,7,phone,Katie,indirect,second,1,Female,Yes,4,50,No
5197,8967,audio-button-response,14,118190,0.0-7.0-7.0,91318,group2,yes,prosody_paired_samples/KatieS/Literal_IR_laptop.wav,,0,second,5,laptop,Katie,indirect,first,0,Female,Yes,4,50,No
5198,8966,audio-button-response,15,127157,0.0-7.0-8.0,91318,group2,yes,prosody_paired_samples/KatieS/IR_Literal_door.wav,,0,first,4,door,Katie,modal,first,1,Female,Yes,4,50,No
5199,10106,audio-button-response,16,137264,0.0-7.0-9.0,91318,group2,yes,prosody_paired_samples/KatieS/Literal_IR_box.wav,,0,second,3,box,Katie,modal,first,0,Female,Yes,4,50,No
5200,7817,audio-button-response,17,145081,0.0-7.0-10.0,91318,group2,yes,prosody_paired_samples/KatieS/Literal_IR_back.wav,,1,second,2,back,Katie,indirect,second,1,Female,Yes,4,50,No
5201,6958,audio-button-response,18,152041,0.0-7.0-11.0,91318,group2,yes,prosody_paired_samples/KatieS/IR_Literal_office.wav,,0,first,6,office,Katie,indirect,first,1,Female,Yes,4,50,No
5202,7807,audio-button-response,19,159849,0.0-8.0-0.0,91318,group2,yes,prosody_paired_samples/DannyK/literal_IR_temp.wav,,0,second,12,temperature,Danny,modal,first,0,Female,Yes,4,50,No
5203,9400,audio-button-response,20,169249,0.0-8.0-1.0,91318,group2,yes,prosody_paired_samples/DannyK/literal_IR_laptop.wav,,1,second,5,laptop,Danny,indirect,second,1,Female,Yes,4,50,No
5204,8830,audio-button-response,21,178082,0.0-8.0-2.0,91318,group2,yes,prosody_paired_samples/DannyK/IR_literal_office.wav,,1,first,6,office,Danny,indirect,second,0,Female,Yes,4,50,No
5205,7075,audio-button-response,22,185157,0.0-8.0-3.0,91318,group2,yes,prosody_paired_samples/DannyK/literal_IR_door.wav,,1,second,4,door,Danny,modal,second,1,Female,Yes,4,50,No
5206,8380,audio-button-response,23,193538,0.0-8.0-4.0,91318,group2,yes,prosody_paired_samples/DannyK/IR_literal_piano.wav,,0,first,8,piano,Danny,modal,first,1,Female,Yes,4,50,No
5207,9375,audio-button-response,24,202915,0.0-8.0-5.0,91318,group2,yes,prosody_paired_samples/DannyK/IR_literal_car.wav,,0,first,1,car,Danny,indirect,first,1,Female,Yes,4,50,No
5208,8436,audio-button-response,25,211353,0.0-8.0-6.0,91318,group2,yes,prosody_paired_samples/DannyK/literal_IR_phone.wav,,0,second,7,phone,Danny,indirect,first,0,Female,Yes,4,50,No
5209,8513,audio-button-response,26,219867,0.0-8.0-7.0,91318,group2,yes,prosody_paired_samples/DannyK/literal_IR_box.wav,,1,second,3,box,Danny,modal,second,1,Female,Yes,4,50,No
5210,9838,audio-button-response,27,229707,0.0-8.0-8.0,91318,group2,yes,prosody_paired_samples/DannyK/IR_literal_window.wav,,0,first,11,window,Danny,modal,first,1,Female,Yes,4,50,No
5211,9311,audio-button-response,28,239019,0.0-8.0-9.0,91318,group2,yes,prosody_paired_samples/DannyK/IR_literal_back.wav,,0,first,2,back,Danny,indirect,first,1,Female,Yes,4,50,No
5212,10244,audio-button-response,29,249264,0.0-8.0-10.0,91318,group2,yes,prosody_paired_samples/DannyK/IR_literal_soup.wav,,1,first,9,soup,Danny,indirect,second,0,Female,Yes,4,50,No
5213,7753,audio-button-response,30,257018,0.0-8.0-11.0,91318,group2,yes,prosody_paired_samples/DannyK/literal_IR_Spanish.wav,,0,second,10,spanish,Danny,modal,first,0,Female,Yes,4,50,No
5214,7714,audio-button-response,31,264734,0.0-9.0-0.0,91318,group2,yes,prosody_paired_samples/NimishP/IR_Literal_car.wav,,0,first,1,car,Nimish,indirect,first,1,Female,Yes,4,50,No
5215,6053,audio-button-response,32,270787,0.0-9.0-1.0,91318,group2,yes,prosody_paired_samples/NimishP/Literal_IR_door.wav,,1,second,4,door,Nimish,modal,second,1,Female,Yes,4,50,No
5216,7190,audio-button-response,33,277979,0.0-9.0-2.0,91318,group2,yes,prosody_paired_samples/NimishP/Literal_IR_soup.wav,,1,second,9,soup,Nimish,indirect,second,1,Female,Yes,4,50,No
5217,7423,audio-button-response,34,285403,0.0-9.0-3.0,91318,group2,yes,prosody_paired_samples/NimishP/Literal_IR_piano.wav,,1,second,8,piano,Nimish,modal,second,1,Female,Yes,4,50,No
5218,8447,audio-button-response,35,293851,0.0-9.0-4.0,91318,group2,yes,prosody_paired_samples/NimishP/IR_Literal_back.wav,,0,first,2,back,Nimish,indirect,first,1,Female,Yes,4,50,No
5219,7605,audio-button-response,36,301458,0.0-9.0-5.0,91318,group2,yes,prosody_paired_samples/NimishP/IR_Literal_temp.wav,,0,first,12,temperature,Nimish,modal,first,1,Female,Yes,4,50,No
5220,6903,audio-button-response,37,308362,0.0-9.0-6.0,91318,group2,yes,prosody_paired_samples/NimishP/IR_Literal_box.wav,,0,first,3,box,Nimish,modal,first,1,Female,Yes,4,50,No
5221,6056,audio-button-response,38,314419,0.0-9.0-7.0,91318,group2,yes,prosody_paired_samples/NimishP/IR_Literal_Spanish.wav,,0,first,10,spanish,Nimish,modal,first,1,Female,Yes,4,50,No
5222,7608,audio-button-response,39,322030,0.0-9.0-8.0,91318,group2,yes,prosody_paired_samples/NimishP/IR_Literal_phone.wav,,0,first,7,phone,Nimish,indirect,first,1,Female,Yes,4,50,No
5223,6773,audio-button-response,40,328803,0.0-9.0-9.0,91318,group2,yes,prosody_paired_samples/NimishP/Literal_IR_window.wav,,1,second,11,window,Nimish,modal,second,1,Female,Yes,4,50,No
5224,7281,audio-button-response,41,336086,0.0-9.0-10.0,91318,group2,yes,prosody_paired_samples/NimishP/Literal_IR_office.wav,,1,second,6,office,Nimish,indirect,second,1,Female,Yes,4,50,No
5225,10294,audio-button-response,42,346381,0.0-9.0-11.0,91318,group2,yes,prosody_paired_samples/NimishP/Literal_IR_laptop.wav,,1,second,5,laptop,Nimish,indirect,second,1,Female,Yes,4,50,No
5226,10020,audio-button-response,43,356403,0.0-10.0-0.0,91318,group2,yes,prosody_paired_samples/MaiyiY/IR_literal_Spanish.wav,,0,first,10,spanish,Maiyi,modal,first,1,Female,Yes,4,50,No
5227,6697,audio-button-response,44,363102,0.0-10.0-1.0,91318,group2,yes,prosody_paired_samples/MaiyiY/IR_literal_laptop.wav,,0,first,5,laptop,Maiyi,indirect,first,1,Female,Yes,4,50,No
5228,7161,audio-button-response,45,370263,0.0-10.0-2.0,91318,group2,yes,prosody_paired_samples/MaiyiY/IR_literal_window.wav,,1,first,11,window,Maiyi,modal,second,0,Female,Yes,4,50,No
